index,raw_response
43721,NO — This is a cross-sectional study of caregiver burden in families of patients with hereditary myopathy and does not report a transgenerational exposure study or assess transmission of exposure-related health effects across generations.
43722,"NO — This article is a review of angiogenesis, glioma biology, clinical trials, and imaging surrogate markers and does not describe a transgenerational study design or exposures with inherited effects."
43723,"NO — This is a cytogenetic/inheritance study describing familial chromosomal variants and abnormalities, not a transgenerational study of exposure-induced effects across generations."
43724,NO — This is a molecular immunology study characterizing anti-idiotypic monoclonal antibodies and contains no transgenerational study design or investigation of exposure effects across generations.
43725,"NO — this is an in vitro adaptation study in A431 cell culture showing reversible phenotypic changes, not a transgenerational whole‑organism study of exposure effects across generations."
43726,NO — This is a conceptual/industry-focused paper on biorefinery and bioeconomy and does not report any human or animal transgenerational study design or exposure-related transgenerational outcomes.
43727,"NO — This is a genetic inheritance study (effects of the db mutation and strain background across F2 mice), not a transgenerational study of an exposure or exposure-induced effects."
43728,NO — This is an assay performance study of an HBV DNA PCR test and does not describe a transgenerational study design or exposure-related health effects across generations.
43729,YES — Human study using an intergenerational (family-of-origin exposure → adult offspring relationship outcomes) design: a community telephone survey relating parental/family violence exposures to later intimate-partner abuse.
43730,NO — This is a review/discussion of psychotherapy for schizophrenia and does not report a transgenerational study design or exposures passed to subsequent generations.
43731,"NO — This is an epidemiologic report of monkeypox outbreaks and person-to-person transmission, not a transgenerational study of exposure-induced health effects across generations."
43732,"NO — This is a clinical review of docetaxel use in non-small-cell lung cancer focused on treatment efficacy and trials, with no transgenerational study design or assessment of exposures affecting subsequent generations."
43733,NO — This is a hospital case–control study of individual risk factors for CRE colonization in ICU patients and does not use a transgenerational design or examine cross‑generational transmission of exposure effects.
43734,"NO — This is an in vitro biochemical methods paper on generating carbohydrate‑deficient transferrin as a diagnostic standard and does not involve any transgenerational study design, exposures across generations, or whole-organism research."
43735,NO — This is a cross-sectional prevalence comparison of Yemenite immigrants (and mention of second-generation) and does not use a transgenerational study design assessing effects of ancestral exposure transmitted across generations.
43736,NO — This is a case series describing familial occurrence of skin tumors across generations (inheritance) and does not report a transgenerational study design involving exposures or stressors.
43737,"NO — This is a genetic linkage study of ADRB3 and BMI in multigenerational families focusing on inherited polymorphisms, not a transgenerational exposure study or assessment of exposure-induced effects across generations."
43738,"NO — This is a molecular methods paper about constructing human artificial chromosomes and gene transfer in cells, not a transgenerational (whole-organism) study of exposure effects or inheritance across generations."
43739,"YES — Animal (rat) study showing that postweaning social environment (isolation or enrichment) altered maternal behavior, oxytocin receptor binding, and exploratory behavior in exposed females and these changes were transmitted to their offspring, indicating transgenerational effects."
43740,NO — This study examines intrafamily/sexual transmission of hepatitis C among household contacts and does not use a transgenerational study design or assess exposure effects across generations.
43741,"NO — This study investigates mechanisms of nilotinib resistance in cell lines and CML patients (molecular/drug-resistance mechanisms), not a transgenerational study of exposure effects or inheritance across generations."
43742,NO — This is an in vitro/ex vivo pharmacologic study of glyburide's acute effects on rat heart mitochondria/PDC activity and does not involve a transgenerational study design or assessment of effects across generations.
43743,"NO — This is a biographical/historical account of Alois Alzheimer and does not report any transgenerational study design, exposures, or offspring health outcomes."
43744,"NO — This is a historical/technical review of Thomas Edison and the development of incandescent cystoscopes with no transgenerational study design, exposures, or multi‑generation health outcomes reported."
43745,NO — This is a review of clinical trials on antipsychotics and metabolic adverse effects in treated patients and does not report a transgenerational study design or effects in subsequent generations.
43746,"NO — This is a clinical/genetic family study of an autosomal-dominant myotonic dystrophy (DM2) mutation and reports inherited genetic disease, not a transgenerational study of exposure-induced effects."
43747,"NO — This is a case report of inherited chromosomal variation transmitted across generations, not a transgenerational study of exposure-induced effects, and does not report an exposure/stressor."
43748,NO — This is a review of treatments and therapeutic approaches for acute spinal cord injury and does not report a transgenerational study design or intergenerational exposure–outcome data.
43749,NO — The article addresses management and dosing of antihistamines for chronic urticaria and does not describe a transgenerational study design or assess effects of exposures across generations.
43750,NO — This is a descriptive/commentary on survivor syndrome that mentions possible transmission to later generations but does not report or describe a transgenerational study design or empirical research.
43751,"NO — This is a family genetic study documenting inherited PKLR mutations across three generations (inheritance of disease), not a transgenerational study of an exposure-induced effect."
43752,NO — This is a clinical treatment study of interferon response in chronic HCV patients with measurements of viral load and ALT and contains no transgenerational study design or assessment of effects in subsequent generations.
43753,"YES — The title indicates multigeneration feeding studies in rats, i.e., an animal whole-organism transgenerational study of sulphite toxicity."
43754,NO — This is a clinical/pharmacologic review of calcium antagonists for hypertension and does not report any transgenerational study design or investigation of exposure effects across generations.
43755,NO — This is a physiological study of ovine uterine vascular reactivity in pregnant vs nonpregnant sheep and does not use a transgenerational design or report exposure-related effects transmitted to subsequent generations.
43756,NO — This paper investigates the viral etiology of acute post-transfusion hepatitis in patients and does not describe a transgenerational study design or outcomes in subsequent generations.
43757,YES — Experimental introgression of a chromosome region into Nasonia with analysis of transmission and mitotic stability over successive generations constitutes a transgenerational whole-organism animal study.
43758,NO — This is a prospective clinical study of HCV infection in haemodialysis patients with no transgenerational or intergenerational study design or outcomes reported.
43759,"NO — This is a sociological study of socioeconomic outcomes for the immigrant second generation in Canada, not a transgenerational biological exposure study and it does not report exposures or health outcomes across generations."
43760,"NO — This is a methods paper describing development of a monoclonal-antibody enzyme immunoassay for HBsAg and contains no transgenerational study design, exposures, or generational health outcomes."
43761,"NO — This article describes a PTSD rehabilitation program for Vietnam veterans and uses ""Second Generation"" to denote a type of treatment program, not a transgenerational study of exposure effects across generations."
43762,NO — This is a clinical review of treatment options for imatinib-resistant chronic myeloid leukemia and contains no transgenerational study design or exposure-related inheritance data.
43763,"NO — This is an acute/interventional study in newborn lambs testing SOD and inhaled NO in a model of PPHN, not a transgenerational design and it does not assess effects in subsequent generations."
43764,NO — This is a clinical review of aromatase inhibitors for breast cancer (treatment/prevention and trials) and does not report a transgenerational study design or heritable effects of an exposure.
43765,NO — This is a clinical study of hepatitis C detection and risk factors in hemodialysis patients and does not employ a transgenerational design or examine exposure effects across generations.
43766,NO — This is a pre-clinical and clinical review of the aromatase inhibitor vorozole in breast cancer patients and does not report a transgenerational study design or intergenerational effects of exposures.
43767,"YES — The study used multigenerational mesocosm experiments in whole-organism snail hosts to show cross-generational effects of community diversity and parasite exposure on host reproduction and infection, i.e., a transgenerational experimental design."
43768,NO — This is an in vitro cell-line study of gatifloxacin interactions with efflux transporters focused on drug resistance mechanisms and not a transgenerational (multi‑generation) exposure study in animals or humans.
43769,NO — This is a retrospective clinical study of chemotherapy trends and outcomes in elderly non-small-cell lung cancer patients and does not involve a transgenerational study design or assessment of exposures affecting subsequent generations.
43770,"NO — This record describes development and integration of hospital Picture Archiving and Communication Systems (PACS) and contains no transgenerational study design, exposures, or health outcomes."
43771,"NO — This is a single-patient clinical case report about delusional infestation and treatment in an elderly patient, with no transgenerational study design or investigation of exposures affecting subsequent generations."
43772,NO — This is a review of real-world comparative effectiveness of antipsychotic drugs in schizophrenia and does not report a transgenerational study design or exposure effects across generations.
43773,NO — This is a review of flavivirus vaccine development and testing (inactivated and recombinant subunit vaccines) and does not report a transgenerational study design or multi‑generation exposure/outcome assessment.
43774,NO — This is a single-family qualitative study of attachment and family dynamics that merely discusses intergenerational influences and does not use a transgenerational study design nor report exposures transmitted and measured across generations.
43775,"NO — This is a chemical/biophysical study on designing ganglioside GM1 mimics and measuring cholera toxin binding, not a transgenerational exposure study in humans or animals."
43776,NO — This paper addresses mechanisms of aspirin resistance and eicosanoid biosynthesis in cardiovascular disease patients and contains no indication of a transgenerational study design or exposure effects transmitted to subsequent generations.
43777,NO — This is a systematic review of integrated treatment programs for mothers with substance abuse reporting parenting outcomes and does not report a transgenerational study design nor examine exposure effects across subsequent generations.
43778,"NO — This is a genetic case report of inherited partial trisomy (family karyotyping across generations) describing chromosomal transmission and phenotypes, not a transgenerational study of exposure-induced effects."
43779,NO — This is a genetic inheritance case report of a familial balanced translocation across generations and does not describe a transgenerational exposure study or any exposure/stressor leading to health outcomes.
43780,"NO — This is a plant genetics/breeding study (QTL mapping and promoter activity) on heritable variation in α‑tocopherol content, not a transgenerational study of exposure-induced health effects or inheritance of exposure-related changes."
43781,NO — This is an in vitro/enzymology directed-evolution study of an E. coli enzyme's substrate specificity and stereoselectivity and does not describe a transgenerational study of exposures or inheritance.
43782,NO — This is a clinical/pharmacology article on calcium channel blockers for chronic heart failure and does not describe a transgenerational study design or multigenerational exposures.
43783,NO — This is a plant genetic mapping/positional cloning study of a resistance locus in melon and does not involve a transgenerational study design or exposure-driven effects across generations.
43784,NO — This is a genetic inheritance study using F1/F2 crosses of hypertensive and control rats and does not assess effects of an exposure or a transgenerational exposure design.
43785,NO — This is a molecular/clinical study of inherited hereditary spherocytosis (familial genetic lesions across two generations) and does not report a transgenerational exposure/stressor study design.
43786,NO — The record describes direct immunomodulatory effects of antibiotics in patients/animal models and contains no indication of a transgenerational study design or outcomes in subsequent generations.
43787,NO — This is a familial genetic inheritance report of butterfly-shaped macular dystrophy across four generations (autosomal dominant) with no transgenerational exposure or exposure-related study design.
43788,NO — This is a randomized trial assessing insulin sensitivity and lipid changes in women using oral contraceptives and does not assess effects across generations or include a transgenerational study design.
43789,"NO — This is a genetic selection and crossbreeding study measuring DTH in F2/backcross chickens and the effect of current immunization and prior selection, not an investigation of exposure effects transmitted across generations (no transgenerational exposure design)."
43790,"NO — This is a clinical study of COX-1/COX-2 and eicosanoid formation in patients with atherosclerosis and surgical/medication interventions, with no transgenerational study design or assessment of effects across generations."
43791,"NO

This is a clinical case description of familial (genetic) Kniest's dysplasia across generations and does not report a transgenerational study of exposure-induced effects."
43792,NO — This is a retrospective clinical/economic study of antibiotic treatment in febrile granulocytopenic children and does not describe a transgenerational study design or exposures affecting subsequent generations.
43793,"NO — This appears to be a familial case report of congenital lower-lip fistulas across four generations describing inheritance, not a transgenerational study of exposures or exposure-related health effects."
43794,"NO — This is a study of climate change impacts on historic interiors and cultural heritage (building/environmental modelling), not a transgenerational biological study of exposures or inherited health effects."
43795,"NO — Although this comes from a multi-generational family genetics study, it investigates genetic/working-memory correlates of dyslexia in children and does not report a transgenerational exposure study or exposure-induced effects across generations."
43796,"NO — This is an economic/policy analysis of social discount rates based on life expectancy estimates, not a biological transgenerational study of exposures or intergenerational health effects."
43797,NO — This is a preclinical efficacy/toxicity study of a photosensitizer in animals and cell lines and does not include a transgenerational study design or assessment of exposure effects across generations.
43798,"NO — This is a technical paper on high-speed X-ray tomography for imaging flow dynamics and does not describe any transgenerational study design, exposures, or health outcomes in humans or animals."
43799,NO — This is a single-patient clinical case report describing a toddler's medical and behavioral issues and does not describe a transgenerational study design or investigation of exposure-related effects across generations.
43800,NO — This is a clinical review of AICD therapy for ventricular arrhythmias and does not report a transgenerational study design or any exposures leading to outcomes in subsequent generations.
43801,NO — This is a qualitative study of grandparents rearing grandchildren due to parental drug addiction and does not employ a transgenerational study design assessing exposure-related health effects passed across generations.
43802,"NO — This is a plant genetics study of embryo lethality in wheat–rye hybrids (genetic incompatibility across crosses and recombinant inbred lines), not a transgenerational exposure study examining effects of an exposure transmitted across generations."
43803,NO — This is a clinical review comparing aromatase inhibitors for breast cancer treatment and does not report a transgenerational study design or multigenerational exposure–outcome data.
43804,"NO — This is a prospective epidemiologic/microbiologic study of Listeria isolates and antibiotic susceptibility in humans and animals, not a transgenerational study of exposure effects across generations."
43805,NO — This is a livestock breeding/genetics study of retained heterosis and breed effects across generations (F2/F3) and does not assess an exposure or stressor producing transgenerational health effects.
43806,"YES — Animal study in rats that administered cyclopropene fatty acids across multiple generations (fed for three generations and assessing effects on first- and second-generation litters and offspring lipid composition), indicating a transgenerational/multigenerational study design."
43807,"NO — This is an opinion/news column about abortion policy and activism, not a research article reporting a transgenerational study design or exposure-related transgenerational health outcomes."
43808,"NO — This is a methodological study comparing pollen-sampling devices (Rotorod models) and does not report any transgenerational study design, exposures, or outcomes."
43809,NO — This is a pharmacological review of D3 receptor antagonists for schizophrenia with no indication of a transgenerational study design or examination of exposure effects across generations.
43810,NO — Describes a heritable beta-globin mutation observed across three generations (genetic inheritance) with no transgenerational exposure study design or examination of exposure-related health effects.
43811,"NO — This is a surveillance study of pneumococcal serotype changes and vaccine impact in pediatric cases, not a transgenerational design and it does not examine exposures affecting health across subsequent generations."
43812,"NO — This is a policy/analysis piece on population control and sustainable development in China, not a transgenerational research study reporting exposures and health outcomes across generations."
43813,"NO — This is an auditory physiology study of cochlear DPOAE generation mechanisms and does not involve any transgenerational study design, exposures, or inheritance across generations."
43814,NO — This is a clinical microbiology/antibiotic susceptibility study of bile specimens from surgical patients and donors with no transgenerational study design or investigation of intergenerational effects.
43815,NO — This is an in vitro/clinical study of bedside white cell–reduction filtration of stored platelet concentrates and does not involve a transgenerational study design or intergenerational exposure/outcome assessment.
43816,NO — This is a clinical consensus/guideline on diagnosis and treatment of acute rhinosinusitis and does not describe a transgenerational study design or exposure-related inheritance outcomes.
43817,NO — This is a genetic linkage study of familial cleft lip transmission in multigenerational families and does not assess transgenerational effects of exposures or include any exposure/stressor.
43818,"NO — This is a cross-sectional case-control study of sexual dysfunction in antipsychotic-treated schizophrenia patients and healthy controls, not a transgenerational study and it does not examine effects transmitted to subsequent generations."
43819,NO — This is a descriptive study of characteristics of women seeking termination of pregnancy and does not use a transgenerational study design nor examine exposures causing health effects in subsequent generations.
43820,NO — This is an immunology/antibody specificity study of anti-idiotypic responses to HLA-DR and does not describe any transgenerational or multigenerational exposure study design or inheritance of exposure-related effects.
43821,"NO — This is a policy/health-plan implementation/interview study about USPSTF preventive service coverage in Colorado and does not involve a transgenerational study design, exposures, or multigenerational health outcomes."
43822,NO — This is a clinical discussion of bacterial meningitis treatment in adults and does not report a transgenerational study design or exposures affecting subsequent generations.
43823,"NO — This is an experimental cancer/therapy study on melanoma cell sensitivity and treatment modalities in mice and cells, with no transgenerational study design or assessment of exposure effects across generations."
43824,"YES — This is a longitudinal study of mother-to-infant (vertical) transmission of HCV, following infants infected via parental exposure for 10 years and thus examines cross-generational (parent → offspring) exposure and outcomes."
43825,"NO — Title indicates a social-science study on achievement motivation and intergenerational social mobility, with no indication of a transgenerational exposure study design or biological/health outcomes."
43826,NO — This study concerns UV mutagenesis of a fungus (Aspergillus niger) to increase enzyme production and does not report a transgenerational exposure–health study in humans or animals.
43827,"NO — This is a report of a heritable hemoglobin variant observed across family generations without any exposure or transgenerational exposure study, so it does not meet the transgenerational exposure criteria."
43828,"YES — This review discusses epigenetic mechanisms linking early environmental exposures to long-term and multi-generation effects (mentions changes ""over several generations""), so it is potentially relevant though it does not itself present a specific transgenerational experimental study."
43829,NO — This is a familial/genetic study of breast cancer prognosis (inheritance of disease outcome) and does not assess transgenerational effects of an exposure or stressor.
43830,"NO — This is a microbiology study of antibiotic resistance in clonally related bacterial isolates (porin loss and MIC changes), not a transgenerational study of exposures producing health outcomes across generations in humans or whole organisms."
43831,NO — This is a report of familial inheritance of a chromosomal trisomy due to a balanced translocation across generations and does not investigate transgenerational effects of environmental exposures or stressors.
43832,"YES — Animal study where a dietary exposure (n-3 fatty acid/DHA deficiency) was imposed across two generations and deficits were measured in the second-generation offspring, so it uses a transgenerational/multigenerational design."
43833,"NO — This paper describes cellular mechanisms and pharmacologic atheroprotection in cell culture, animal models, and clinical trials and does not report a transgenerational or multigenerational study design or inheritance of exposure effects."
43834,"NO — This is an evolutionary ecology study using second-generation plants to control maternal effects and assess genetic differences in herbivore response, not a transgenerational study of exposure effects being passed to subsequent generations."
43835,"NO — This is a familial genetic report of autosomal dominant vitreoretinal dystrophy across generations, not a transgenerational study of exposures (no exposure/stressor leading to outcomes)."
43836,NO — This is a population-based study of extrapyramidal side effects in patients treated with antipsychotics and does not use a transgenerational study design nor examine exposure effects across generations.
43837,NO — This is an education-focused paper on a professional development model for multigenerational learners and does not report a transgenerational biological exposure study in humans or animals.
43838,"NO — This is about generations of LED light-curing units in dentistry and clinical/material performance, not a transgenerational biological study of exposures and health outcomes."
43839,NO — The record only names a drug class (third-generation cephalosporins) and gives no indication of a transgenerational study design or multigenerational exposure/outcome assessment.
43840,"NO — This article describes liposomal formulation and therapeutic use of vasoactive intestinal peptide (pharmacology/drug-delivery), not a transgenerational study of exposures or inherited effects."
43841,"NO — This is a review of video capsule endoscopy technology and clinical applications in gastrointestinal disease, not a transgenerational study of exposures or inheritance."
43842,NO — The article appears to concern antibacterial prophylaxis/treatment with fourth-generation fluoroquinolones and contains no indication of a transgenerational study design or intergenerational exposure outcomes.
43843,NO — This is an acute tryptophan-depletion challenge in individual subjects (comparing those with vs without family history) and does not use a transgenerational study design assessing effects transmitted across generations.
43844,NO — This is a qualitative study of Pakistani parents' perceptions of causes of childhood disability and does not investigate transgenerational exposure effects or use a transgenerational study design.
43845,"NO — This is a bacterial antimicrobial resistance surveillance study of clinical isolates, not a transgenerational human or animal study of exposures affecting subsequent generations."
43846,"NO — This is an acute pharmacologic/physiologic study of E4021 in fetal and newborn lambs (and a prenatal surgical model of PPHN), not a transgenerational design examining effects transmitted to subsequent generations."
43847,"NO — This is a familial/genetic study of corneal endothelial (Fuchs') dystrophy reporting inheritance across generations, with no exposure or transgenerational exposure design described."
43848,NO — This is a clinical study of radioiodine treatment effects on bone density in postmenopausal women and does not assess transgenerational outcomes or inheritance across generations.
43849,NO — This paper reports antibiotic susceptibility of Streptococcus pneumoniae isolates and does not describe a transgenerational study design or intergenerational health effects of exposures.
43850,NO — This is a descriptive study of family/genealogical structure in Mexican jays and does not report a transgenerational exposure study or examine exposure-driven health outcomes across generations.
43851,"NO — This record describes medical microcomputer instrumentation and patient monitoring systems, not a transgenerational study of exposure effects or inheritance."
43852,"NO — Describes familial inheritance of a congenital anomaly across three generations with no exposure or transgenerational exposure study design reported (focuses on genetic inheritance, not exposure-induced effects)."
43853,NO — This is a prospective hospital antibiotic utilization/cost-containment study and does not involve a transgenerational study design or examine exposure effects across generations.
43854,"NO — This is a conceptual/epidemiologic discussion of criminal violence and intergenerational social effects in Jamaica, not a report of a transgenerational study design or empirical transgenerational exposure research."
43855,NO — This is a genetic linkage/family inheritance study of autosomal dominant Schmidt syndrome across generations and does not investigate transgenerational effects of an exposure or environmental stressor.
43856,NO — This is a comparison of first- and second-generation anti-HCV screening tests in hemodialysis patients and does not involve a transgenerational study design or exposures transmitted across generations.
43857,"NO — This is a case report of familial choanal atresia focusing on genetics and surgical repair, with no transgenerational study design or exposure-related outcomes described."
43858,"NO — This is a clinical/technical review of metal-on-metal hip arthroplasty and its complications, not a transgenerational study and it does not assess exposures affecting later generations."
43859,"NO — This record describes hospital information systems and vendor applications and does not report any transgenerational study design, exposures, or animal/human transgenerational research."
43860,NO — This is a genetic/familial inheritance study of CACNA1A CAG repeat expansions (EA2/SCA6) and does not examine transgenerational effects of an exposure or stressor.
43861,"NO — This paper describes characterization of a familial hemoglobin variant observed across two generations and does not report a transgenerational exposure–outcome study (it focuses on inheritance and detection, not effects of exposures transmitted across generations)."
43862,NO — This is a pharmacology/vascular biology paper on amlodipine's pleiotropic actions and does not report a transgenerational or multigenerational study design or offspring outcomes.
43863,"NO — This is a review on activation-induced cytidine deaminase and B cell immunology and does not report any transgenerational study design, exposures, or cross-generational health outcomes."
43864,"NO — This is a familial genetic inheritance study of a chromosomal translocation causing congenital cataract and microphthalmia, not a transgenerational study of effects from an exposure/stressor."
43865,"YES — This is a transgenerational animal study: selection and hybridization experiments across multiple generations (F2, F3, F7) in lone star ticks assess inheritance of photoperiod-induced developmental diapause."
43866,NO — The record discusses receptor differences and tolerance in alcoholics and speculative prevention of transmission but provides no transgenerational study design or empirical data on exposures causing health effects in subsequent generations.
43867,NO — This is an acute physiological study of endothelin-1 effects on foeto-placental blood vessels and does not describe a transgenerational study design or exposure across generations.
43868,NO — This is a clinical/pharmacologic review of selective estrogen receptor modulators (raloxifene) for osteoporosis and breast cancer and does not describe any transgenerational study design or exposures producing effects in subsequent generations.
43869,"NO — This is a genetic inheritance study of aphid vector competence across F1/F2 generations, not a transgenerational exposure study linking parental exposure/stressor to health outcomes in subsequent generations."
43870,NO — This is a cohort study relating students' school grades (with parental education as a covariate) to suicide risk within the same generation and does not employ a transgenerational study design or examine exposures causing health effects in subsequent generations.
43871,NO — This is an in vitro and mouse xenograft study of secretory clusterin-mediated chemoresistance in hepatocellular carcinoma and does not use a transgenerational study design or examine inheritance of exposure effects across generations.
43872,"NO — The record discusses perfluorocarbon emulsions, their oxygen solubility, rheology, and hemodynamic use in animals and humans but contains no indication of a transgenerational study design or assessment of effects on subsequent generations."
43873,"NO — This is a retrospective clinical study of postoperative bacterial cholangitis in infants with biliary atresia that evaluates incidence, risk factors, and microbiology and does not use a transgenerational study design or assess transmission of exposure effects to subsequent generations."
43874,NO — This study describes monoclonal antibody interactions with pertussis toxin and in vitro/in vivo assays (including mouse protection tests) but does not use a transgenerational study design or examine transmission of exposure effects across generations.
43875,"NO — This is a case report of a familial genetic disorder describing autosomal dominant inheritance across generations, with no exposure/stressor or transgenerational exposure study design."
43876,NO — This is a report of an autosomal dominant hereditary macular dystrophy observed across three generations (genetic inheritance) with no exposure or transgenerational exposure study design described.
43877,NO — This is a genetic linkage study of inherited BCNS and IBD across a pedigree (segregation of genetic loci) and does not investigate exposures causing transgenerational health effects.
43878,NO — This is a prospective cohort linking children's own birth weight to their blood pressure at age 5 and does not investigate exposures or outcomes across generations (no transgenerational study design).
43879,NO — This is an acute neuroprotection study of minocycline in adult rats following cortical injury and does not involve a transgenerational study design or assessment of effects in subsequent generations.
43880,NO — This is an analytical methods paper on measuring trace elements in human serum (ICP‑MS vs nuclear techniques) and does not describe a transgenerational study design or multigenerational exposure-outcome research.
43881,"NO — This is a clinical trial report of chemotherapy regimens for testicular cancer focused on patient outcomes and toxicity, with no transgenerational study design or assessment of effects in subsequent generations."
43882,"NO — This is a materials/chemistry paper on synthesis, photophysics, and catalysis of dendritic porphyrins with no transgenerational study design or human/animal exposure/inheritance data."
43883,"NO — This is an in vitro study on incadronate effects in PC-3 prostate cancer cells (gene/protein expression), with no transgenerational or multi-generation exposure design reported."
43884,NO — This is a clinical review of antihistamine use and safety in elderly patients and does not describe a transgenerational study design or exposures affecting subsequent generations.
43885,"YES — This experimental study manipulated infection (minocycline-mediated elimination of Orientia) and reports resulting changes in sex ratio across multiple mite generations (P to F5), i.e., a transgenerational design."
43886,"NO — This is a cross-sectional analysis of public health nurses' job satisfaction and workforce factors, not a transgenerational study of exposures or intergenerational health effects."
43887,"NO — This is a phase I clinical trial of carboplatin in adult leukemia patients reporting treatment response and toxicity, with no transgenerational study design or investigation of effects on subsequent generations."
43888,"NO — This is a familial/genetic inheritance study describing autosomal dominant transmission of hidradenitis suppurativa across generations, not a transgenerational exposure study."
43889,NO — This is a retrospective study of antipsychotic prescribing in nursing home residents and does not involve a transgenerational study design or exposures/outcomes assessed across generations.
43890,"NO — This study examines molecular regulation of adult rat spinal cord progenitors and injury-induced neurogenesis, not a transgenerational study or investigation of exposure effects passed to subsequent generations."
43891,NO — This is a clinical review/trial report of lenalidomide treatment in myelodysplastic syndromes and does not describe a transgenerational study design or exposures causing health outcomes in subsequent generations.
43892,NO — The title indicates a demographic/mortality study of second-generation Irish but gives no indication of a transgenerational exposure study design or assessment of transmitted exposures.
43893,NO — This is a quantitative genetics/breeding study reporting heritabilities and variances of growth and carcass traits (including F3 composites) in cattle and does not investigate transgenerational effects of an exposure or stressor.
43894,NO — This paper reports familial inheritance of a DES R350P mutation causing myopathies (genetic transmission) and does not describe a transgenerational study of exposure-induced health effects.
43895,NO — This is an economic/survey study of caregiver burden in Alzheimer’s patients and does not describe a transgenerational study design or exposure-related inheritance.
43896,NO — This is a retrospective Medicaid claims study of treatment persistence and health care costs among adult MDD patients comparing escitalopram vs citalopram and does not involve a transgenerational study design or exposures across generations.
43897,NO — This is an adult randomized controlled trial of quetiapine augmentation for treatment-resistant OCD and does not involve a transgenerational design or assessment of effects in subsequent generations.
43898,"NO — This is a familial/genetic case report of restless legs across generations with no transgenerational exposure study design or assessment of exposures, focusing on inheritance of disease rather than exposure-driven transgenerational effects."
43899,"NO — this is a physical-chemistry study of polymer ""generations"" in poly(L-lysine) dendrigrafts using Raman optical activity, not a biological transgenerational study of exposures or inherited health outcomes."
43900,"NO — This is a genetic pedigree study of inherited von Willebrand disease describing mutation transmission across generations, not a transgenerational study of effects from an exposure or stressor."
43901,NO — This is a plant genetics/mapping methods paper (Arabidopsis intermated populations) without any transgenerational exposure design or assessment of health outcomes in humans or animals.
43902,"YES — This is an animal study with selection and dietary exposures applied across three generations (selection lines fed low vs. high protein/lysine) with outcomes assessed in descendants, constituting a transgenerational study design."
43903,NO — This is an in vitro study of antisense oligonucleotides in ovarian cancer cell lines and does not involve a transgenerational study design or multi‑generation exposure/outcome assessment.
43904,"NO — Case series reporting familial hereditary enchondral dysostosis across three generations, documenting genetic inheritance with no exposure/stressor or transgenerational exposure study design described."
43905,NO — This is a randomized clinical trial comparing two anticoagulants for postoperative VTE prevention in patients and does not involve a transgenerational study design or outcomes in subsequent generations.
43906,"NO — This is a genetic QTL study of body composition in pigs (inheritance and phenotype across crosses), not a transgenerational study of an exposure-induced health effect."
43907,NO — This is a clinical pilot RCT of antipsychotic treatments in children/adolescents and does not involve a transgenerational study design or exposures assessed across generations.
43908,NO — This is a clinical study of immediate post-procedural cardiac conduction outcomes after TAVI in patients and does not examine transgenerational effects or exposure-related outcomes across generations.
43909,NO — This study describes age structure and population dynamics of a trematode in frogs and does not examine transgenerational effects of an exposure or use a transgenerational study design.
43910,NO — This is a pharmacogenetic study of individual CYP polymorphisms and antidepressant levels/effects in treated patients and does not use a transgenerational design or assess effects across generations.
43911,"NO — This is a qualitative/social study about family negotiations and behavior change around home smoking, not a transgenerational study assessing biological or multigenerational exposure–outcome effects."
43912,NO — This is a cross-sectional study of HCV infection in spouses (adult-to-adult transmission) and does not examine transgenerational (multigenerational) effects or exposures passed to subsequent generations.
43913,"YES — Multigenerational rat study (P, F1, and F2) administering APFO and reporting reproductive and developmental outcomes across generations, consistent with a transgenerational study design."
43914,NO — This is a genetic inheritance study of PKD1/PKD2 mutations in a multigenerational family (with supporting cell assays) and does not investigate transgenerational effects of an exposure or exposure-induced outcomes.
43915,"NO — This is a structural/medicinal chemistry study of AKR1C3 inhibitors and androgen receptor antagonism for prostate cancer treatment and does not involve a transgenerational study design, exposures across generations, or inheritance outcomes."
43916,NO — This is a cross-sectional clinical comparison of metabolic syndrome in BPD patients versus controls and does not report a transgenerational or multigenerational exposure study.
43917,"NO — The paper reports outcomes of three generations of knee prosthesis designs (device models) in patients, not a biological transgenerational study of exposures across parent/offspring generations."
43918,NO — This paper describes cell-cycle synchronization in Saccharomyces cerevisiae and does not report a transgenerational study design or exposure-related inheritance across generations.
43919,NO — This is a familial case report of a likely genetic congenital syndrome (with pregnancy oligohydramnios noted) and does not describe a transgenerational study design or an exposure causing outcomes in subsequent generations.
43920,"NO — This is a familial case report of mother and daughter both having MS and SLE suggesting shared genetics, with no transgenerational exposure study design or reported exposure."
43921,NO — This article discusses antimicrobial prophylaxis practices and controversies and does not report a transgenerational study design or multigenerational exposure–outcome research.
43922,"NO — This is a familial genetic inheritance study of TGFBR1/TGFBR2 mutations in multigenerational families (disease inheritance), not a transgenerational exposure/stressor study."
43923,"NO — This is a clinical/genetic review of velocardiofacial syndrome (22q11.2 deletion) discussing hereditary disease expression and counseling, not a transgenerational study of exposure-induced effects."
43924,"YES — Animal study where parental mice were given high-iodine drinking water and neurochemical outcomes (NSE activity) were measured in first- and second-generation offspring, indicating a transgenerational design."
43925,"NO — This is a cloning/embryo-development study examining effects of repeated nuclear transfer and vitrification on bovine clone viability, not a transgenerational design assessing transmission of exposure-induced health effects across generations."
